gender|cp|occupation_id|age_id|occupation|age_range
M|55416|14|45|sales/marketing|45-49
M|99163|4|25|college/grad student|25-34
F|37076|14|25|sales/marketing|25-34
F|06074|4|18|college/grad student|18-24
M|85255|15|45|scientist|45-49
F|84109|4|18|college/grad student|18-24
M|92037|4|25|college/grad student|25-34
F|77006|7|45|executive/managerial|45-49
M|03431|2|35|artist|35-44
M|53704|1|35|academic/educator|35-44
M|94117|14|25|sales/marketing|25-34
M|74012|14|35|sales/marketing|35-44
M|19004|7|35|executive/managerial|35-44
M|91343|5|35|customer service|35-44
M|94043|12|25|programmer|25-34
M|94306|13|56|retired|56+
M|94705|16|35|self-employed|35-44
F|08318|7|35|executive/managerial|35-44
F|27514|4|18|college/grad student|18-24
M|46038|14|45|sales/marketing|45-49
M|05055|6|50|doctor/health care|50-55
M|90292|2|35|artist|35-44
M|76051|13|56|retired|56+
M|04473|0|35|other or not specified|35-44
F|06119|15|35|scientist|35-44
M|05346|7|25|executive/managerial|25-34
M|22101|0|25|other or not specified|25-34
F|04473|0|25|other or not specified|25-34
M|55454|1|35|academic/educator|35-44
M|50201|1|18|academic/educator|18-24
M|01746|14|35|sales/marketing|35-44
M|44310|9|25|homemaker|25-34
M|02215|12|18|programmer|18-24
F|79605|10|1|K-12 student|Under 18
F|55419|17|45|technician/engineer|45-49
F|78703|7|25|executive/managerial|25-34
M|60626|1|18|academic/educator|18-24
M|40505|7|56|executive/managerial|56+
M|56002|18|18|tradesman/craftsman|18-24
M|10027|12|18|programmer|18-24
M|79605|10|18|K-12 student|18-24
F|55417|6|25|doctor/health care|25-34
F|91765|0|18|other or not specified|18-24
F|48109|4|18|college/grad student|18-24
M|18036|17|45|technician/engineer|45-49
M|13031|11|25|lawyer|25-34
M|02035|7|25|executive/managerial|25-34
M|02601|20|18|writer|18-24
F|75115|0|18|other or not specified|18-24
M|68502|14|25|sales/marketing|25-34
M|92804|0|1|other or not specified|Under 18
M|60647|0|25|other or not specified|25-34
M|06804|0|45|other or not specified|45-49
F|24450|16|35|self-employed|35-44
M|32250|17|25|technician/engineer|25-34
M|03824|17|35|technician/engineer|35-44
M|90245|17|25|technician/engineer|25-34
M|55405|1|50|academic/educator|50-55
M|97205|2|25|artist|25-34
F|02465|16|25|self-employed|25-34
M|48310|17|45|technician/engineer|45-49
M|03885|7|35|executive/managerial|35-44
F|02816|9|35|homemaker|35-44
M|90035|2|25|artist|25-34
M|95405|11|35|lawyer|35-44
M|55122|12|35|programmer|35-44
M|90014-1718|7|35|executive/managerial|35-44
F|01852|6|56|doctor/health care|56+
M|96707-1321|5|35|customer service|35-44
F|95828|16|35|self-employed|35-44
F|98801|0|56|other or not specified|56+
M|31401|19|25|unemployed|25-34
M|55347|16|50|self-employed|50-55
M|04102|11|50|lawyer|50-55
M|98033|17|25|technician/engineer|25-34
M|24450|14|25|sales/marketing|25-34
M|52301|18|18|tradesman/craftsman|18-24
M|93105|1|50|academic/educator|50-55
M|50312|3|45|clerical/admin|45-49
M|91505|20|18|writer|18-24
M|19003|16|35|self-employed|35-44
M|23608|1|56|academic/educator|56+
M|32580|3|25|clerical/admin|25-34
F|38134|3|25|clerical/admin|25-34
M|15203|7|35|executive/managerial|35-44
M|94118|3|25|clerical/admin|25-34
M|63122|13|56|retired|56+
M|12740|15|50|scientist|50-55
F|06268|4|18|college/grad student|18-24
M|19087-3622|1|50|academic/educator|50-55
M|26201|4|18|college/grad student|18-24
M|60302|16|45|self-employed|45-49
M|23462|0|45|other or not specified|45-49
F|91107|0|25|other or not specified|25-34
M|02474|15|50|scientist|50-55
F|94121|4|18|college/grad student|18-24
M|03825|1|56|academic/educator|56+
F|91107|0|18|other or not specified|18-24
F|93060|7|56|executive/managerial|56+
M|55901|16|56|self-employed|56+
M|23451|17|35|technician/engineer|35-44
F|03261|13|56|retired|56+
F|04259|0|50|other or not specified|50-55
M|06110|17|35|technician/engineer|35-44
M|21042|15|18|scientist|18-24
F|94110|14|25|sales/marketing|25-34
M|04259|11|56|lawyer|56+
M|03608|10|1|K-12 student|Under 18
F|03301|16|35|self-employed|35-44
M|10014|16|35|self-employed|35-44
F|03769|9|35|homemaker|35-44
M|22030|4|25|college/grad student|25-34
M|02571|1|25|academic/educator|25-34
F|10012|7|35|executive/managerial|35-44
F|04101|4|25|college/grad student|25-34
M|03801|17|56|technician/engineer|56+
M|22314|1|45|academic/educator|45-49
M|07458|14|45|sales/marketing|45-49
M|23462|17|25|technician/engineer|25-34
F|46227|3|25|clerical/admin|25-34
M|46142|2|25|artist|25-34
M|46227|0|25|other or not specified|25-34
M|04011|3|45|clerical/admin|45-49
M|94114|12|25|programmer|25-34
F|04086|6|50|doctor/health care|50-55
M|78212|1|45|academic/educator|45-49
M|60618|0|25|other or not specified|25-34
F|48105|6|35|doctor/health care|35-44
F|55104|14|25|sales/marketing|25-34
M|22630|6|45|doctor/health care|45-49
M|94610|11|1|lawyer|Under 18
M|85331|7|35|executive/managerial|35-44
M|55104|2|35|artist|35-44
F|94133|2|25|artist|25-34
M|55116|4|18|college/grad student|18-24
F|94123|7|50|executive/managerial|50-55
F|48108|6|25|doctor/health care|25-34
F|46142|0|35|other or not specified|35-44
M|10962|16|45|self-employed|45-49
M|98103|7|35|executive/managerial|35-44
F|84067|17|35|technician/engineer|35-44
M|19335|1|25|academic/educator|25-34
F|02809|4|18|college/grad student|18-24
M|80521|4|18|college/grad student|18-24
M|30349|4|25|college/grad student|25-34
M|40601|1|56|academic/educator|56+
F|45750|16|25|self-employed|25-34
F|44107|1|35|academic/educator|35-44
M|45750|1|35|academic/educator|35-44
M|90031|17|25|technician/engineer|25-34
M|04101|2|1|artist|Under 18
M|96707-1321|0|35|other or not specified|35-44
F|20902|4|50|college/grad student|50-55
M|80526|12|18|programmer|18-24
M|01773|1|35|academic/educator|35-44
M|25301|14|18|sales/marketing|18-24
F|46077|9|35|homemaker|35-44
M|80526|14|18|sales/marketing|18-24
F|04849|18|50|tradesman/craftsman|50-55
F|04240|6|45|doctor/health care|45-49
M|20912|1|25|academic/educator|25-34
F|91007|17|25|technician/engineer|25-34
M|17350|18|35|tradesman/craftsman|35-44
M|04210|11|50|lawyer|50-55
M|75080|19|18|unemployed|18-24
F|01545|0|35|other or not specified|35-44
M|46219|4|18|college/grad student|18-24
M|55411|7|25|executive/managerial|25-34
M|94602|17|25|technician/engineer|25-34
M|55436|12|45|programmer|45-49
M|13045|0|35|other or not specified|35-44
F|60194|20|18|writer|18-24
M|20008|0|25|other or not specified|25-34
M|55317|10|1|K-12 student|Under 18
F|04210|1|25|academic/educator|25-34
M|17857|14|25|sales/marketing|25-34
M|81321|16|35|self-employed|35-44
F|03862|9|45|homemaker|45-49
M|14450|20|25|writer|25-34
F|04074|16|45|self-employed|45-49
M|46254|5|25|customer service|25-34
M|48309|1|45|academic/educator|45-49
F|95014|6|50|doctor/health care|50-55
F|63135|6|45|doctor/health care|45-49
M|94114|12|25|programmer|25-34
F|23062|1|35|academic/educator|35-44
M|04032|1|56|academic/educator|56+
M|03840|7|45|executive/managerial|45-49
F|55413|1|25|academic/educator|25-34
F|90066|2|25|artist|25-34
M|94131|12|25|programmer|25-34
F|54971|6|35|doctor/health care|35-44
F|44515|4|18|college/grad student|18-24
F|44555|3|45|clerical/admin|45-49
M|44406|17|18|technician/engineer|18-24
M|42025|0|35|other or not specified|35-44
M|55346|7|25|executive/managerial|25-34
F|03851|13|50|retired|50-55
M|90034|12|25|programmer|25-34
M|94110|7|25|executive/managerial|25-34
M|23434|14|25|sales/marketing|25-34
M|04086|1|25|academic/educator|25-34
F|50401|14|18|sales/marketing|18-24
M|60640|2|25|artist|25-34
M|04309|4|25|college/grad student|25-34
M|94086|0|25|other or not specified|25-34
F|84037|9|25|homemaker|25-34
M|63132|20|18|writer|18-24
F|02130|14|35|sales/marketing|35-44
M|04085|12|56|programmer|56+
M|04101|16|25|self-employed|25-34
M|03820|17|35|technician/engineer|35-44
F|04578|6|45|doctor/health care|45-49
F|04108|3|35|clerical/admin|35-44
M|04096|12|18|programmer|18-24
M|03909|1|45|academic/educator|45-49
M|13760|11|56|lawyer|56+
F|70808|4|25|college/grad student|25-34
M|97403|0|35|other or not specified|35-44
F|98201|17|35|technician/engineer|35-44
M|94703|4|25|college/grad student|25-34
M|94070|4|50|college/grad student|50-55
M|60626|3|25|clerical/admin|25-34
F|95030|9|45|homemaker|45-49
M|55406|16|45|self-employed|45-49
M|03301|11|45|lawyer|45-49
F|02906|10|1|K-12 student|Under 18
M|90266|14|35|sales/marketing|35-44
M|23513|1|56|academic/educator|56+
F|92509|17|35|technician/engineer|35-44
M|19072|2|18|artist|18-24
F|08055|0|56|other or not specified|56+
M|63108|4|18|college/grad student|18-24
F|79928|1|25|academic/educator|25-34
M|94132|17|35|technician/engineer|35-44
M|55405|12|25|programmer|25-34
M|48092|17|25|technician/engineer|25-34
M|14607|7|35|executive/managerial|35-44
F|52001|3|25|clerical/admin|25-34
M|84103|6|35|doctor/health care|35-44
M|16844|16|35|self-employed|35-44
M|27713|1|25|academic/educator|25-34
M|94402|12|25|programmer|25-34
M|33626|20|25|writer|25-34
M|11228|7|25|executive/managerial|25-34
M|84057|14|35|sales/marketing|35-44
M|95952|12|35|programmer|35-44
M|63121|15|50|scientist|50-55
F|60417|1|45|academic/educator|45-49
M|49506|17|50|technician/engineer|50-55
F|55082|7|50|executive/managerial|50-55
M|85282|15|35|scientist|35-44
F|94014|12|35|programmer|35-44
M|84041|12|18|programmer|18-24
F|55421|0|25|other or not specified|25-34
F|98115|20|50|writer|50-55
F|970025|1|25|academic/educator|25-34
F|02453|1|25|academic/educator|25-34
M|91423|12|25|programmer|25-34
M|85054|20|18|writer|18-24
M|27312|0|45|other or not specified|45-49
F|84107|12|18|programmer|18-24
M|84058|0|18|other or not specified|18-24
M|02144|1|35|academic/educator|35-44
F|92507|15|25|scientist|25-34
M|98121|17|18|technician/engineer|18-24
M|99826|18|45|tradesman/craftsman|45-49
F|99801|0|35|other or not specified|35-44
F|55401|6|35|doctor/health care|35-44
M|55616|10|1|K-12 student|Under 18
M|97520|0|45|other or not specified|45-49
F|92103|3|25|clerical/admin|25-34
M|63105|1|45|academic/educator|45-49
M|63033|17|50|technician/engineer|50-55
M|90031|17|50|technician/engineer|50-55
M|63303|7|25|executive/managerial|25-34
M|94040|15|25|scientist|25-34
F|55108|0|25|other or not specified|25-34
M|62958|17|35|technician/engineer|35-44
F|63144|4|18|college/grad student|18-24
M|02108|0|35|other or not specified|35-44
F|55406|4|18|college/grad student|18-24
M|63105|7|25|executive/managerial|25-34
F|94102|11|50|lawyer|50-55
M|44281|20|56|writer|56+
M|40515|12|45|programmer|45-49
F|55401|0|50|other or not specified|50-55
M|14568|17|50|technician/engineer|50-55
M|62234|0|50|other or not specified|50-55
F|91106|1|35|academic/educator|35-44
M|90035|17|35|technician/engineer|35-44
M|94618|2|45|artist|45-49
M|55104|4|18|college/grad student|18-24
M|55421|16|25|self-employed|25-34
F|90291|17|35|technician/engineer|35-44
F|48067|14|25|sales/marketing|25-34
M|55082|12|35|programmer|35-44
M|92679|0|45|other or not specified|45-49
M|55804|13|56|retired|56+
M|77007|15|35|scientist|35-44
M|48197|2|25|artist|25-34
M|55403|7|18|executive/managerial|18-24
M|23454|17|25|technician/engineer|25-34
M|55116|1|56|academic/educator|56+
M|46220|7|25|executive/managerial|25-34
M|55439|6|25|doctor/health care|25-34
M|94931|17|45|technician/engineer|45-49
M|94110|0|35|other or not specified|35-44
M|63123-1507|10|1|K-12 student|Under 18
M|55407|14|50|sales/marketing|50-55
M|94708|4|18|college/grad student|18-24
F|95404|20|50|writer|50-55
M|94111|19|18|unemployed|18-24
F|94526|12|25|programmer|25-34
M|94086|7|35|executive/managerial|35-44
M|95118|0|35|other or not specified|35-44
F|949702|2|56|artist|56+
M|94131|20|35|writer|35-44
M|90065|0|35|other or not specified|35-44
M|65775|11|25|lawyer|25-34
M|92507|4|25|college/grad student|25-34
M|68108|14|35|sales/marketing|35-44
M|55423|2|35|artist|35-44
M|55403|1|25|academic/educator|25-34
M|55406|1|50|academic/educator|50-55
M|63043|12|25|programmer|25-34
F|55116|16|45|self-employed|45-49
M|55405|0|35|other or not specified|35-44
M|29063|0|35|other or not specified|35-44
M|55401|12|18|programmer|18-24
F|90210|8|56|farmer|56+
M|55105|17|25|technician/engineer|25-34
M|55121|0|25|other or not specified|25-34
F|55407|4|25|college/grad student|25-34
F|91791|14|56|sales/marketing|56+
F|55106|2|25|artist|25-34
M|54022|17|45|technician/engineer|45-49
M|56001|17|45|technician/engineer|45-49
M|55419|20|50|writer|50-55
M|94550|7|35|executive/managerial|35-44
M|90210|10|1|K-12 student|Under 18
F|48433|4|18|college/grad student|18-24
F|92407|13|56|retired|56+
M|46254|4|25|college/grad student|25-34
F|63119|2|25|artist|25-34
M|90505|17|25|technician/engineer|25-34
M|49508|12|35|programmer|35-44
F|90402|1|56|academic/educator|56+
M|92807|16|45|self-employed|45-49
M|48827|3|35|clerical/admin|35-44
F|91030|4|18|college/grad student|18-24
M|60615|20|25|writer|25-34
F|65441|16|45|self-employed|45-49
M|63119|15|45|scientist|45-49
M|64154|4|18|college/grad student|18-24
M|48103|15|50|scientist|50-55
M|26241|4|18|college/grad student|18-24
M|92626|0|45|other or not specified|45-49
M|92672|6|35|doctor/health care|35-44
F|89447|1|35|academic/educator|35-44
M|91104|12|35|programmer|35-44
F|90290|12|56|programmer|56+
M|10025|7|25|executive/managerial|25-34
F|90241|13|56|retired|56+
M|90504|6|50|doctor/health care|50-55
M|91001|7|35|executive/managerial|35-44
M|91505|20|35|writer|35-44
F|14618|1|45|academic/educator|45-49
M|60615|20|25|writer|25-34
M|92584|17|25|technician/engineer|25-34
F|05345|14|25|sales/marketing|25-34
M|92404|12|25|programmer|25-34
M|70115|4|25|college/grad student|25-34
M|70006|1|18|academic/educator|18-24
F|89431|4|25|college/grad student|25-34
M|02139|17|18|technician/engineer|18-24
F|60506|13|56|retired|56+
F|62901|15|25|scientist|25-34
F|19810|17|25|technician/engineer|25-34
M|14850|7|35|executive/managerial|35-44
M|11375|12|35|programmer|35-44
M|10010|20|25|writer|25-34
F|97068|4|35|college/grad student|35-44
M|44312|12|45|programmer|45-49
F|60031|6|45|doctor/health care|45-49
F|55408|2|18|artist|18-24
F|92145|6|18|doctor/health care|18-24
F|23507|6|35|doctor/health care|35-44
M|43081|0|35|other or not specified|35-44
M|60614|16|25|self-employed|25-34
M|23452|6|45|doctor/health care|45-49
F|30350|7|35|executive/managerial|35-44
M|60613|12|25|programmer|25-34
F|11024|4|18|college/grad student|18-24
F|11771|7|50|executive/managerial|50-55
M|02536|16|35|self-employed|35-44
M|84111|4|25|college/grad student|25-34
M|20818|2|35|artist|35-44
F|97330|16|35|self-employed|35-44
M|16673|1|45|academic/educator|45-49
M|84093|7|50|executive/managerial|50-55
M|84121|17|56|technician/engineer|56+
M|22652|16|45|self-employed|45-49
M|84109-2001|17|45|technician/engineer|45-49
F|05070|19|18|unemployed|18-24
M|65401|16|50|self-employed|50-55
F|22801|10|1|K-12 student|Under 18
M|43215|4|18|college/grad student|18-24
M|28715|14|25|sales/marketing|25-34
F|23603|1|25|academic/educator|25-34
M|97520|13|56|retired|56+
M|19004|7|35|executive/managerial|35-44
F|95062|0|56|other or not specified|56+
M|55344|2|25|artist|25-34
F|75093|7|25|executive/managerial|25-34
M|97330|17|45|technician/engineer|45-49
M|93950|2|56|artist|56+
M|20132|0|1|other or not specified|Under 18
M|97470|6|50|doctor/health care|50-55
M|19147|3|25|clerical/admin|25-34
M|20037|2|25|artist|25-34
M|19067|7|45|executive/managerial|45-49
M|70003|4|25|college/grad student|25-34
F|95472|12|50|programmer|50-55
F|19102|4|18|college/grad student|18-24
M|23185|1|35|academic/educator|35-44
M|16803|4|25|college/grad student|25-34
M|10013|4|18|college/grad student|18-24
M|75225|17|56|technician/engineer|56+
M|23462|1|25|academic/educator|25-34
F|19102|6|25|doctor/health care|25-34
M|38111|17|25|technician/engineer|25-34
F|77027|16|35|self-employed|35-44
F|75069|19|35|unemployed|35-44
M|19810|17|25|technician/engineer|25-34
M|18954|14|56|sales/marketing|56+
M|19047|7|50|executive/managerial|50-55
M|67206|10|18|K-12 student|18-24
F|23508|1|35|academic/educator|35-44
M|75206|11|25|lawyer|25-34
M|19131|16|56|self-employed|56+
M|19380|7|50|executive/managerial|50-55
M|02780|0|18|other or not specified|18-24
M|193122042|6|50|doctor/health care|50-55
M|90069|0|25|other or not specified|25-34
M|90240|12|25|programmer|25-34
F|78222|16|35|self-employed|35-44
M|19108|20|35|writer|35-44
M|18977|7|50|executive/managerial|50-55
F|19348|1|35|academic/educator|35-44
F|08081|0|45|other or not specified|45-49
F|93940|9|25|homemaker|25-34
F|19802|6|45|doctor/health care|45-49
M|78250|15|35|scientist|35-44
M|78006|2|35|artist|35-44
M|89128|13|35|retired|35-44
M|55408|0|25|other or not specified|25-34
F|22932|10|1|K-12 student|Under 18
M|02143|12|56|programmer|56+
M|95521|6|35|doctor/health care|35-44
F|70118|0|25|other or not specified|25-34
M|95123|10|1|K-12 student|Under 18
F|10011|0|25|other or not specified|25-34
M|80302|7|50|executive/managerial|50-55
M|91608|7|25|executive/managerial|25-34
M|20009|0|25|other or not specified|25-34
M|34761|12|50|programmer|50-55
M|20818|2|35|artist|35-44
M|10016|0|45|other or not specified|45-49
M|02453|11|25|lawyer|25-34
M|98502|5|45|customer service|45-49
M|94709|7|50|executive/managerial|50-55
M|40515|17|45|technician/engineer|45-49
F|33149|1|50|academic/educator|50-55
F|77707|1|25|academic/educator|25-34
M|77565|7|35|executive/managerial|35-44
M|10028|11|18|lawyer|18-24
M|95014|17|25|technician/engineer|25-34
M|64055|7|35|executive/managerial|35-44
M|91106|12|25|programmer|25-34
M|65265|18|18|tradesman/craftsman|18-24
M|35205|17|25|technician/engineer|25-34
M|12866|16|50|self-employed|50-55
M|35205|6|25|doctor/health care|25-34
M|55423|17|18|technician/engineer|18-24
M|92101|1|25|academic/educator|25-34
M|44502|4|18|college/grad student|18-24
F|66762|0|50|other or not specified|50-55
M|77565-2332|7|35|executive/managerial|35-44
M|04240|1|56|academic/educator|56+
M|48314|0|18|other or not specified|18-24
M|98101|20|25|writer|25-34
M|10012|1|35|academic/educator|35-44
M|98034|3|25|clerical/admin|25-34
M|30662|19|18|unemployed|18-24
F|44406|4|25|college/grad student|25-34
M|60046|7|25|executive/managerial|25-34
M|20007|16|25|self-employed|25-34
M|33301|16|25|self-employed|25-34
M|10024|14|18|sales/marketing|18-24
M|74012|1|35|academic/educator|35-44
F|44509|4|18|college/grad student|18-24
M|37027|7|35|executive/managerial|35-44
F|90066|4|18|college/grad student|18-24
M|30052|4|25|college/grad student|25-34
M|94043|17|25|technician/engineer|25-34
M|53216|6|45|doctor/health care|45-49
F|91107|17|35|technician/engineer|35-44
M|91103|6|35|doctor/health care|35-44
M|42420|6|50|doctor/health care|50-55
M|06114|15|18|scientist|18-24
M|01720|7|35|executive/managerial|35-44
F|53562|4|50|college/grad student|50-55
M|63141|4|18|college/grad student|18-24
M|92009|17|56|technician/engineer|56+
F|05602|11|35|lawyer|35-44
M|60423|10|1|K-12 student|Under 18
M|45208|1|45|academic/educator|45-49
F|33445|9|35|homemaker|35-44
M|60423|10|1|K-12 student|Under 18
M|30005|14|45|sales/marketing|45-49
M|45420|0|50|other or not specified|50-55
M|94110|12|25|programmer|25-34
M|85044|11|35|lawyer|35-44
M|19003|7|25|executive/managerial|25-34
F|55441|7|35|executive/managerial|35-44
F|45202|20|18|writer|18-24
M|67212|20|18|writer|18-24
F|44485|4|35|college/grad student|35-44
M|96555|12|35|programmer|35-44
M|06510|16|18|self-employed|18-24
F|44406|9|35|homemaker|35-44
F|80304|7|45|executive/managerial|45-49
F|85024|0|35|other or not specified|35-44
F|55455|4|25|college/grad student|25-34
M|80303|7|25|executive/managerial|25-34
M|14619|12|35|programmer|35-44
M|55409|7|25|executive/managerial|25-34
M|80304|7|35|executive/managerial|35-44
M|20814|7|56|executive/managerial|56+
F|75001|3|56|clerical/admin|56+
F|55118|4|18|college/grad student|18-24
F|35243|1|25|academic/educator|25-34
F|43065|15|35|scientist|35-44
M|95376|7|50|executive/managerial|50-55
M|02871|4|18|college/grad student|18-24
F|01545|6|45|doctor/health care|45-49
M|56342|13|50|retired|50-55
M|02908|1|25|academic/educator|25-34
M|91302|7|35|executive/managerial|35-44
M|98102|0|25|other or not specified|25-34
M|55455|4|25|college/grad student|25-34
M|46077|1|50|academic/educator|50-55
F|60618|17|35|technician/engineer|35-44
M|40214|1|25|academic/educator|25-34
M|90025|2|18|artist|18-24
M|31211|0|18|other or not specified|18-24
F|07452|9|35|homemaker|35-44
F|91941|6|56|doctor/health care|56+
M|81291|2|18|artist|18-24
M|01060|17|25|technician/engineer|25-34
M|89129|0|18|other or not specified|18-24
M|94706|4|18|college/grad student|18-24
M|91436|7|25|executive/managerial|25-34
F|96734|1|56|academic/educator|56+
M|94501|12|25|programmer|25-34
M|11361|10|56|K-12 student|56+
M|10016|1|35|academic/educator|35-44
M|55120|4|18|college/grad student|18-24
M|98122|0|35|other or not specified|35-44
M|64050|10|18|K-12 student|18-24
M|75070|0|1|other or not specified|Under 18
M|60173|0|25|other or not specified|25-34
M|91104|12|25|programmer|25-34
M|92506|7|35|executive/managerial|35-44
M|14607|4|25|college/grad student|25-34
M|97213|5|25|customer service|25-34
F|60657|0|25|other or not specified|25-34
M|14607|4|25|college/grad student|25-34
M|46268|14|25|sales/marketing|25-34
M|55441|7|25|executive/managerial|25-34
F|07462|16|50|self-employed|50-55
M|07043|7|35|executive/managerial|35-44
F|94104|0|25|other or not specified|25-34
F|02138|4|25|college/grad student|25-34
M|14608|1|25|academic/educator|25-34
M|54220|10|1|K-12 student|Under 18
M|01095|4|18|college/grad student|18-24
F|27615|1|45|academic/educator|45-49
F|64030|0|18|other or not specified|18-24
F|01915|10|1|K-12 student|Under 18
F|22206|14|45|sales/marketing|45-49
F|75006|14|45|sales/marketing|45-49
M|01545|6|50|doctor/health care|50-55
F|97330|17|25|technician/engineer|25-34
M|60622|20|25|writer|25-34
F|02838|13|56|retired|56+
M|32606|4|18|college/grad student|18-24
M|55305|10|1|K-12 student|Under 18
M|30269|16|25|self-employed|25-34
F|10019|2|25|artist|25-34
M|58369|4|35|college/grad student|35-44
M|94404|6|25|doctor/health care|25-34
M|78705|7|35|executive/managerial|35-44
M|10025|12|35|programmer|35-44
F|46220|14|25|sales/marketing|25-34
M|40601|7|35|executive/managerial|35-44
M|15217|4|18|college/grad student|18-24
M|97405|1|45|academic/educator|45-49
M|42718|1|35|academic/educator|35-44
M|20191|7|35|executive/managerial|35-44
F|68502|2|25|artist|25-34
M|37211|0|18|other or not specified|18-24
M|87571|12|25|programmer|25-34
F|94110|0|25|other or not specified|25-34
M|90210|7|25|executive/managerial|25-34
M|91030|20|56|writer|56+
M|60611|0|25|other or not specified|25-34
M|60611|17|25|technician/engineer|25-34
F|91740|4|25|college/grad student|25-34
M|91740|20|25|writer|25-34
F|55122|7|25|executive/managerial|25-34
F|55418|14|25|sales/marketing|25-34
M|12604|4|18|college/grad student|18-24
M|90210|2|25|artist|25-34
F|63146|4|18|college/grad student|18-24
M|63138|2|18|artist|18-24
M|55426|16|25|self-employed|25-34
M|55410|4|18|college/grad student|18-24
M|97068|16|45|self-employed|45-49
M|85203|8|25|farmer|25-34
M|94114|13|56|retired|56+
M|94102|2|45|artist|45-49
F|60613|4|18|college/grad student|18-24
M|44406|1|45|academic/educator|45-49
M|97401|0|25|other or not specified|25-34
M|95030|12|25|programmer|25-34
M|60626|2|25|artist|25-34
M|55124|7|35|executive/managerial|35-44
F|27245|0|1|other or not specified|Under 18
M|19067|12|25|programmer|25-34
M|55126|17|35|technician/engineer|35-44
M|43202|2|25|artist|25-34
M|94111|20|25|writer|25-34
M|00693|17|25|technician/engineer|25-34
F|02332|10|1|K-12 student|Under 18
F|45504|6|56|doctor/health care|56+
F|55410|9|35|homemaker|35-44
F|95602|4|18|college/grad student|18-24
F|92121|17|25|technician/engineer|25-34
M|85281|5|25|customer service|25-34
M|27410|7|56|executive/managerial|56+
M|02478|0|25|other or not specified|25-34
F|60605|1|56|academic/educator|56+
M|62025-8000|0|50|other or not specified|50-55
M|10463|1|25|academic/educator|25-34
M|55406|0|56|other or not specified|56+
F|94107|0|25|other or not specified|25-34
M|22903|12|25|programmer|25-34
M|55104|4|18|college/grad student|18-24
F|02138|0|25|other or not specified|25-34
M|98122|17|18|technician/engineer|18-24
M|94941|17|18|technician/engineer|18-24
F|43201|5|18|customer service|18-24
M|02457|4|25|college/grad student|25-34
M|97330|17|35|technician/engineer|35-44
M|94122|20|25|writer|25-34
M|02150|7|25|executive/managerial|25-34
F|86001|7|50|executive/managerial|50-55
M|55408|2|25|artist|25-34
M|55408|7|25|executive/managerial|25-34
F|91740|4|25|college/grad student|25-34
F|91773|5|25|customer service|25-34
F|19143|0|25|other or not specified|25-34
M|06880|14|35|sales/marketing|35-44
M|30332|4|18|college/grad student|18-24
F|02332|7|25|executive/managerial|25-34
F|46140|13|56|retired|56+
M|75093|14|25|sales/marketing|25-34
M|75041|7|56|executive/managerial|56+
F|02725-1010|3|35|clerical/admin|35-44
M|27609|17|25|technician/engineer|25-34
M|60193|17|18|technician/engineer|18-24
F|95032|3|50|clerical/admin|50-55
F|85018|3|25|clerical/admin|25-34
F|22039|7|35|executive/managerial|35-44
F|60201|9|25|homemaker|25-34
F|98177|1|50|academic/educator|50-55
F|80003|17|25|technician/engineer|25-34
F|97330|3|25|clerical/admin|25-34
M|53705|6|25|doctor/health care|25-34
M|55414|5|18|customer service|18-24
F|97424|2|50|artist|50-55
M|55344|5|18|customer service|18-24
F|85259|1|45|academic/educator|45-49
F|55306|5|35|customer service|35-44
M|77030|6|25|doctor/health care|25-34
F|78759|3|45|clerical/admin|45-49
M|78232|0|56|other or not specified|56+
M|78703|0|45|other or not specified|45-49
F|60123|20|18|writer|18-24
M|10625|7|35|executive/managerial|35-44
M|27705|16|18|self-employed|18-24
M|43650|12|18|programmer|18-24
F|92026|16|50|self-employed|50-55
M|63130|13|35|retired|35-44
M|30673|13|56|retired|56+
F|55408|3|25|clerical/admin|25-34
M|90250|12|18|programmer|18-24
M|90045|12|18|programmer|18-24
M|55344|4|18|college/grad student|18-24
F|20120|17|25|technician/engineer|25-34
M|02139|15|25|scientist|25-34
M|98074|12|25|programmer|25-34
M|55408|11|25|lawyer|25-34
M|10549|4|25|college/grad student|25-34
M|55112|12|18|programmer|18-24
M|38018|7|35|executive/managerial|35-44
M|02131|0|25|other or not specified|25-34
M|94538|17|25|technician/engineer|25-34
F|10017|3|18|clerical/admin|18-24
M|10463|18|35|tradesman/craftsman|35-44
M|84095|7|25|executive/managerial|25-34
M|01125|4|18|college/grad student|18-24
M|10009|14|25|sales/marketing|25-34
M|07461|4|18|college/grad student|18-24
M|55430|1|35|academic/educator|35-44
F|94117|3|25|clerical/admin|25-34
M|85226|12|25|programmer|25-34
M|60045|14|25|sales/marketing|25-34
F|45056|1|25|academic/educator|25-34
F|10580|4|18|college/grad student|18-24
M|01905|7|45|executive/managerial|45-49
M|78130|0|1|other or not specified|Under 18
M|10016|7|25|executive/managerial|25-34
M|98112|1|50|academic/educator|50-55
M|10471|7|35|executive/managerial|35-44
M|60618|0|18|other or not specified|18-24
M|13224|1|50|academic/educator|50-55
M|89118|6|25|doctor/health care|25-34
M|60451|0|18|other or not specified|18-24
M|71301|17|56|technician/engineer|56+
M|12553|1|25|academic/educator|25-34
F|30010|4|18|college/grad student|18-24
F|20003|1|18|academic/educator|18-24
F|30102|0|25|other or not specified|25-34
